"NUTS","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027"
BE21,,,,,,,,,,,,,,,,52635.69,53519.08,55037.24,53905.93,55594.35,55291.130000000005,56122.700000000004,58025.62,58261.62,58093.21,57743.23,58333.23,59185.73,60366.3,59771.54,59827.130000000005,59913.5,60468.43,61146.32,61070.93,60759.78,60195,60407.68,60625.14,60930.090000000004,59711.69,60780.16,61243.3,62140.590000000004,62692.56,63452.58,63829.62,63976.72
BE211,,,,,,,,,,,,,,,,52635.840000000004,53519.32,55036.89,53906.01,55594.74,55291.72,56123.08,58024.65,57712.18,57606.79,57290.57,57881.44,58781.130000000005,59995.18,59220.840000000004,59265.42,59386.26,59939.73,60603.83,60563.07,60301.91,59739.78,59977.42,60256.12,60625.83,59408.450000000004,60507.15,60982.23,61853.700000000004,62384.14,63148.770000000004,63523.130000000005,63668.29
BE212,,,,,,,,,,,,,,,,52633.78,53519.840000000004,55037.05,53904.86,55592.16,55289.06,56124.48,58026.75,58695.49,58414.020000000004,58079.74,58629.36,59394.6,60515.74,59991.55,60213.37,60279.520000000004,60924.450000000004,61547.46,61432.89,60969.08,60392.17,60620.36,60734.05,60936.89,59767.950000000004,60734.270000000004,61221.01,62155.18,62807.64,63578.49,63959.42,64108.9
BE213,,,,,,,,,,,,,,,,52636.65,53517.86,55038.33,53907.25,55594.86,55291.090000000004,56120.41,58026.630000000005,59362.9,59148.630000000005,58680.93,59254.130000000005,60085.99,61222.74,61043.48,60998.020000000004,61005.880000000005,61446.75,62244.6,62091.380000000005,61798.08,61193.43,61331.67,61464.72,61646.46,60460.43,61458.31,61907.41,62807.49,63335.64,64112.4,64493.65,64642.61
BE22,,,,,,,,,,,,,,,,44872.020000000004,45320.19,46476.66,46696.54,47323.29,47652.16,48624.200000000004,49459.880000000005,48719.98,49335.31,48939.090000000004,49881.630000000005,50181.24,51096.25,50740.44,50708.47,51179.98,51428.21,52208.82,53359.16,51935.32,51059.07,51074.89,51232.880000000005,51413.46,49901.43,51360.19,51668.1,52570.49,54281.65,54939.05,55266.14,55392.69
BE223,,,,,,,,,,,,,,,,44875.61,45315.270000000004,46475.64,46695.75,47321.43,47657.17,48625.53,49459.4,52843.46,53247.69,53077.1,54150.46,54327.31,55213.81,54937.78,54697.83,55190.48,55306.21,56284.78,57419.35,55741.53,54972.46,54957.89,55321.5,55507.25,53901.880000000005,55659.79,55850.51,56927.57,59068.46,59807.65,60160.3,60300
BE224,,,,,,,,,,,,,,,,44871.71,45321.54,46478.01,46697.8,47324.26,47650.87,48625.450000000004,49461.68,47063.62,47705.68,47322.65,48183.32,48533.03,49445.71,49024.450000000004,49020.24,49473.65,49764.340000000004,50482.43,51598.380000000005,50277.19,49416.06,49450.21,49585.28,49764.840000000004,48259.28,49606.74,49907.36,50780.380000000005,52378.42,53028.53,53344.22,53465.47
BE225,,,,,,,,,,,,,,,,44868.65,45320.73,46474.55,46694.46,47324.07,47651.49,48620.74,49456.46,49753.42,50346.04,49835.08,50951.18,51209,52173.35,51869.380000000005,51924.200000000004,52402.6,52588.49,53402.32,54719.25,53176.64,52185.39,52226.39,52415.64,52606.76,51139.380000000005,52690.03,53083.78,54019.79,55663.58,56358.11,56694.66,56826.950000000004
BE23,,,,,,,,,,,,,,,,47412.01,48100.1,49222.950000000004,48613.55,49895.840000000004,50007.4,50735.130000000005,52493.43,52608.69,52396.39,52153.41,52963.55,53713.840000000004,54839.14,54825.25,54862.39,55617.450000000004,56215.49,56385.01,56593.880000000005,56231.57,55933.72,55840.05,56141.65,56065.85,54996.53,56057.08,56351.56,57600.55,58613.380000000005,59323.86,59676.71,59813.76
BE231,,,,,,,,,,,,,,,,47417.020000000004,48103.04,49219.93,48611.66,49893.58,50009.65,50735.11,52490.37,55035.65,54396.1,54146.54,55114.83,55743.75,56938.74,56972.31,57080.37,57972.31,58542.68,58632.06,58972.48,58618.05,58262.15,58067.630000000005,58525.64,58528.83,57539.55,58876.22,59270.86,60717.21,61784.15,62532.33,62903.14,63046.75
BE232,,,,,,,,,,,,,,,,47414.65,48098.51,49220.23,48613.75,49898.49,50008.880000000005,50729.6,52499.450000000004,54876.71,55166.67,54816.33,55605.380000000005,56377.19,57555.31,57809.11,57823.03,58539.42,59038.78,59231.56,59794.98,59452.08,59284.23,59348.55,59672.76,59421.16,58478.96,59862.28,60357.14,61839.29,63111.55,63883.26,64269.090000000004,64425.94
BE233,,,,,,,,,,,,,,,,47405.66,48103.36,49230.770000000004,48613.66,49904.28,50009.93,50747.8,52490.37,58324.32,57698.92,57452.130000000005,57525.25,58364.53,59153.85,59271.840000000004,59182.69,59257.01,59691.24,59967.44,59747.71,59607.31,59310.5,59297.3,59343.48,59525.86,58257.64,59650.86,60287.55,61785.41,62802.58,63550.04,63922.65,64077.67
BE234,,,,,,,,,,,,,,,,47411.31,48099.51,49224.23,48613.19,49895.770000000004,50006.06,50735.64,52492.64,50833.85,50658.55,50491.01,51314.66,52100.14,53185.43,53016.270000000004,53072.18,53828.21,54460.91,54569.83,54697.71,54361.950000000004,54092.6,54020.66,54315.15,54234.04,53119.4,54035.06,54231.42,55354.97,56252.25,56934.55,57273.630000000005,57403.4
BE235,,,,,,,,,,,,,,,,47402.1,48097.96,49223.39,48621.33,49896.5,50014.94,50741.28,52493.28,53978.33,53755.35,53601.82,54872.340000000004,55666.67,56958.46,57177.71,57404.83,58385.54,59051.36,59547.11,59858.9,59908.54,59841.950000000004,59639.64,60158.21,60249.26,59719.03,61128.74,61662.72,62844.57,64168.64,64943.99,65322.200000000004,65465.39
BE236,,,,,,,,,,,,,,,,47414.450000000004,48101.81,49219.79,48612.090000000004,49891.66,50003.17,50730.44,52493.92,51889.880000000005,51677.99,51353.96,52087.57,52692.840000000004,53897.020000000004,53970.23,54037.48,54728.700000000004,55347.71,55576.12,55809.71,55290.4,54937.270000000004,54736.28,55005.840000000004,54865.3,53777.65,54831.66,55200.44,56504.43,57647.450000000004,58346.04,58694.700000000004,58830.26
BE24,,,,,,,,,,,,,,,,51987.840000000004,53742.79,55577.06,56801.14,59507.8,60156.24,62475.3,61983.47,61199.32,61573.24,61229.65,62294.53,63979.8,65149.47,65576.64,64786.01,65566.57,66431.94,66890.57,66957.82,66768.35,66007.51,65725.01,65751.04000000001,66260.03,64434.65,65658.88,65941.35,67335.86,67760.57,68581.67,68989.53,69147.86
BE241,,,,,,,,,,,,,,,,51988.42,53743.53,55578.01,56800.04,59509.07,60157.39,62475.32,61982.37,60460.75,60830.32,60492.130000000005,61528.67,63188.03,64307.69,64863.26,64247.310000000005,64969.82,65837.25,66377.57,66468.59,66250.11,65488.94,65153.5,65117.060000000005,65734.48,63966.87,65260.72,65540.33,66885.13,67236.6,68051.01,68456.93000000001,68615.88
BE242,,,,,,,,,,,,,,,,51987.020000000004,53741.73,55574.87,56802.73,59506.74,60154.53,62475.28,61985.12,62304.92,62688.54,62342.98,63438.32,65164.060000000005,66423.69,66596.94,65622.16,66443.38,67302.29000000001,67628.36,67657.12,67566.76,66811.38,66568.06,66647.32,67036.71,65123.57,66278.68000000001,66529.74,68052.5,68556.03,69388.5,69798.68000000001,69956.04000000001
BE25,,,,,,,,,,,,,,,,44955.9,45017.88,45496.520000000004,46125.29,47120.37,46497.68,46867.450000000004,48286.88,48438.26,48092.71,48165,49203.8,49705.47,50890.28,50919.24,51010.090000000004,51695.53,52416.22,52817.05,52949.28,52715.53,52497.5,52429.85,52755.44,52829.520000000004,51097.090000000004,52867.58,53134.24,54187.99,55013.57,55680.5,56011.06,56139.85
BE251,,,,,,,,,,,,,,,,44954.3,45015.49,45495.21,46124.04,47121.33,46498.61,46869.44,48283.49,47734.24,47507.28,47620.9,48702.13,49250.25,50399.22,50266.08,50379.48,51141.49,51888.78,52352.66,52624.15,52454.37,52351.92,52244.55,52726.93,52825.4,51224.86,53090.31,53422.86,54420.33,55326.590000000004,55998.9,56331.42,56460.1
BE252,,,,,,,,,,,,,,,,44940.78,45012.43,45517.53,46151.32,47117.41,46473.81,46877.44,48290.200000000004,57607.48,57100.92,56725.66,58097.35,58439.66,59555.56,59517.24,59486.96,60068.380000000005,60745.76,61726.5,60893.44,61250,61247.93,60886.18,61145.16,61261.9,59269.840000000004,60875,61635.66,63186.05,64401.57,65196.23,65600.62,65747.48
BE253,,,,,,,,,,,,,,,,44960.3,45022.58,45501.88,46120.97,47113.13,46497.1,46861.64,48281.25,50711.48,50173.08,50387.1,51376.950000000004,51929.450000000004,52877.98,52731.340000000004,52828.83,53398.81,54221.56,54553.57,54404.69,54222.22,53810.89,53657.3,54122.22,53967.3,52278.24,54166.21,54256,55251.99,55823.68,56498.82,56838.68,56984.99
BE254,,,,,,,,,,,,,,,,44954.42,45019.76,45494.89,46124.020000000004,47123.13,46497.41,46868.340000000004,48287.16,46509.51,46257.79,46262.72,47193.99,47710.57,48965.36,49023.42,49106.06,49791.19,50702.78,51059.46,51162.36,50884.85,50721.15,50640.89,50935.86,51005.81,49307.3,50920.16,51214.86,52223.83,53065.43,53707.64,54025.43,54150.12
BE255,,,,,,,,,,,,,,,,44958.65,45017.15,45497.13,46124.18,47112.4,46502.98,46861.16,48292.23,49599.450000000004,48960.42,48992.25,49918.58,50245.05,51611.25,51741.12,51885.79,52568.53,52997.53,53207.92,53431.03,53324.26,53200,53206.31,53404.31,53415.090000000004,51667.46,53673.03,53887.590000000004,55213.78,56130.950000000004,56822.5,57158.69,57286.35
BE256,,,,,,,,,,,,,,,,44954.99,45020.26,45495.700000000004,46122.700000000004,47118.96,46499.700000000004,46869.3,48287.43,47488.55,47117.98,47224.91,48245.450000000004,48730.020000000004,49836.24,49932.17,50071.3,50651.880000000005,51213.33,51601.68,51721.67,51282.68,51055.91,51015.630000000005,51257.67,51393.340000000004,49666.16,51273.67,51365.47,52406.03,53040.85,53688.94,54001.39,54127.42
BE257,,,,,,,,,,,,,,,,44960.03,45019.950000000004,45490.75,46124.700000000004,47124.03,46493.67,46863.24,48281.25,50412.54,50317.880000000005,50297.39,51680.78,52146.5,53398.12,53756.41,53945.340000000004,54420.89,55145.11,55465.19,55834.39,55341.770000000004,55134.380000000005,55150.770000000004,55361.700000000004,55402.4,53555.56,55401.79,55982.35,57162.72,58098.51,58789.41,59142.770000000004,59272.090000000004
BE258,,,,,,,,,,,,,,,,44959.4,45006.200000000004,45498.78,46138.97,47123.450000000004,46508.94,46870.71,48297.14,51117.65,50684.21,50186.81,51960.23,52567.42,53655.56,53549.450000000004,53697.8,54375,55437.16,55767.96,55747.25,55398.91,55101.06,54829.79,55425.53,55513.090000000004,53617.020000000004,55570.68,55609.14,56346.73,57366.83,58047.07,58388.06,58517.79
BE3,,,,,,,,,,,,,,,,46702.590000000004,47324.49,48262.26,47781.04,48780.58,48854.43,49259.520000000004,50658.1,50294.86,50219.840000000004,50247.200000000004,50871.26,51379.82,52510.18,53119.700000000004,52990.380000000005,53645.6,54178.18,54963.58,54939.97,54264.86,53594.46,53782.18,53545.39,53540.05,51541.020000000004,52730.87,53554.08,54162.89,54998.74,55670.97,56001.41,56130.35
BE31,,,,,,,,,,,,,,,,48117.87,49202.75,50714.93,51229.74,53489.5,55866.6,57702.700000000004,60812.11,59626.93,60039.880000000005,59792.07,60130.03,61933.270000000004,62644.770000000004,63595.69,63154.69,63656.840000000004,64175.94,65845.02,65495.15,65308.92,64814.9,64603.090000000004,65409.71,65816.34,62868.74,64638.93,65218.05,65677.91,66993.58,67806.23,68208.93000000001,68365.97
BE310,,,,,,,,,,,,,,,,48117.87,49202.75,50714.93,51229.74,53489.5,55866.6,57702.700000000004,60812.11,59626.93,60039.880000000005,59792.07,60130.03,61933.270000000004,62644.770000000004,63595.69,63154.69,63656.840000000004,64175.94,65845.02,65495.15,65308.92,64814.9,64603.090000000004,65409.71,65816.34,62868.74,64638.93,65218.05,65677.91,66993.58,67806.23,68208.93000000001,68365.97
BE32,,,,,,,,,,,,,,,,47110.55,47214.73,47933.840000000004,46889.93,47937.590000000004,47984.78,48212.23,49212.83,48944.85,48844.42,48617.47,49147.91,49423.520000000004,50407.49,50580.26,50826.87,51401.380000000005,51911.25,52783.75,52716.01,52084.28,51225.47,51997.28,50945.36,50760.29,49081.75,50211.520000000004,50744.31,51789.73,52471.590000000004,53108.46,53423.44,53546.16
BE323,,,,,,,,,,,,,,,,47114.32,47219.67,47933.53,46890.8,47936.83,47987.17,48209.270000000004,49214.57,48318.98,48100,47992.340000000004,48590.020000000004,49007.56,50087.35,50308.4,50535.880000000005,51098.19,51527.11,52296.520000000004,52163.17,51451.75,50450.5,51209.270000000004,50133.520000000004,49930.23,48301.65,49506.85,50072.68,51119.14,51688.33,52300.48,52612.92,52734.39
BE328,,,,,,,,,,,,,,,,47111.39,47215.26,47936.54,46890.76,47940,47984.82,48216.42,49213.43,48535.38,48400.9,48249.26,48773.26,49017.19,50005.64,50140.25,50440.89,50949.04,51421.270000000004,52102.35,51994.51,51320.65,50384,51138.16,49908.03,49590.33,48061.38,49017.630000000005,49521.04,50526.58,51116.340000000004,51723.8,52030.14,52152.33
BE329,,,,,,,,,,,,,,,,47099.62,47210.37,47922.03,46900.520000000004,47929.15,47981.46,48207.91,49205.3,49151.41,49105.26,48853.24,48344.26,49098.1,50272.17,50289.090000000004,50555.22,51068.66,51653.73,52718.65,52839.62,52489.03,51756.33,52543.48,51503.03,51386.9,49633.33,50547.06,51229.65,52351.74,53141.590000000004,53774.25,54094.630000000005,54214.04
BE32A,,,,,,,,,,,,,,,,47102.3,47205.03,47941.18,46880.73,47939.200000000004,47993.12,48210.88,49218.56,54698.200000000004,54657.66,54152.17,54296.61,54154.47,54918.29,55457.69,55516.98,55988.89,56807.41,57614.81,57151.62,56341.55,55634.15,56487.97,55104.73,55155.41,53243.24,54620,55048.86,56297.39,57190.16,57879.78,58218.11,58340.32
BE32B,,,,,,,,,,,,,,,,47112.13,47215.28,47932.74,46888.91,47938.43,47982.43,48211.67,49213.4,47047.49,47016.25,46758.950000000004,47415.36,47618.6,48586.520000000004,48706.38,48881.270000000004,49511.65,49995.83,50896.76,50870.35,50222.32,49417.68,50248.700000000004,49308.75,49224.21,47529.21,48574.92,49081.06,50088.28,50736.630000000005,51335.79,51641.82,51759.04
BE32C,,,,,,,,,,,,,,,,47111.01,47213.86,47935.57,46891.770000000004,47933.18,47992.19,48217.32,49207.42,49905.17,50291.3,50029.66,51341.67,51453.78,52210.74,52567.23,53050.630000000005,53734.44,54297.07,55211.86,55367.520000000004,54739.5,53799.18,54692.31,53909.47,53680,51984,53533.86,54086.270000000004,55350.39,56317.46,56994.86,57328.090000000004,57448.3
BE32D,,,,,,,,,,,,,,,,47112.200000000004,47213.01,47933.53,46888.76,47943.93,47980.6,48207.28,49212.73,56584.42,56024.840000000004,55295.18,55959.06,55959.54,56824.86,56625.700000000004,56712.71,57440.22,57870.270000000004,58928.57,59123.6,58368.72,57546.96,58211.96,57079.37,56328.21,54374.36,55949.49,56475.25,57502.46,58585.86,59285.35,59625,59796.43
BE33,,,,,,,,,,,,,,,,47903.22,48821.43,49658.25,49401.33,49761.67,48909.47,49207.43,50331.74,50055.06,49686.87,50127.91,50695.32,51070.66,52529.020000000004,53216.37,52844.520000000004,53609.9,54104.6,54449.380000000005,54603.94,53793.92,53086.07,52910.29,53016.92,53242.56,51039.62,52248.32,53289.5,53724.73,54555.14,55216.81,55544.46,55672.29
BE331,,,,,,,,,,,,,,,,47895.73,48828.24,49664.65,49404,49752.87,48896.58,49210.42,50327.04,53471.62,53064.66,53451.48,53647.54,54116.94,55738.1,56523.81,56062.99,56758.62,57300.75,57516.98,57666.67,56901.89,56320.9,56283.090000000004,56216.61,56454.23,54083.62,55314.19,56526.85,57003.380000000005,58189.83,58918.55,59261.25,59396.47
BE332,,,,,,,,,,,,,,,,47903.73,48819.99,49656.53,49400.880000000005,49762.49,48911.13,49205.5,50332.520000000004,48361.05,47985.55,48420.58,48993.17,49430.270000000004,50871,51436.25,51102.33,51910.700000000004,52402.43,52736.840000000004,52884.4,52056.85,51321.14,51159.65,51267.15,51543.98,49368.65,50539.25,51505.08,51909.97,52642.79,53295.74,53611.39,53734.35
BE334,,,,,,,,,,,,,,,,47897.35,48827.93,49654.06,49403.340000000004,49774.14,48925.06,49227.37,50318.520000000004,57641.03,57040.98,58341.67,58357.72,59088.71,59883.72,60507.58,60427.48,60851.85,61057.14,61683.450000000004,61450.700000000004,60929.08,60612.68,60241.380000000005,60378.380000000005,60456.950000000004,57973.86,58841.46,59783.630000000005,60198.83,61630.950000000004,62397.630000000005,62777.12,62898.130000000005
BE335,,,,,,,,,,,,,,,,47904.71,48825.25,49663.16,49404.25,49764.81,48909.39,49212.07,50331.15,51689.46,51507.43,51875.69,52438.630000000005,52633.630000000005,54417.41,55164.58,54677.25,55445.99,55923.48,56229.020000000004,56388.4,55809.61,55168.44,55069.44,55143.840000000004,55385.79,53248.71,54432.43,55595.32,56227.66,57129.85,57838.29,58182.73,58316.47
BE336,,,,,,,,,,,,,,,,47911.450000000004,48812.41,49655.51,49398.21,49753.950000000004,48900.69,49195.51,50344.520000000004,52395.24,51905.21,52530.81,53323.94,53497.72,54524.66,55917.81,55277.270000000004,56215.6,56584.47,56811.93,57226.85,55877.83,55169.64,54665.22,54766.23,54795.65,52557.020000000004,53870.130000000005,54805.08,55143.46,56042.55,56745.86,57086.85,57240.37
BE34,,,,,,,,,,,,,,,,43164.62,43476.96,44299.57,44237.21,44406.46,44759.18,45353.24,46822.090000000004,46525.68,46005.87,45928.16,47108.76,47047.42,47760,48712.91,48356.28,49156.29,49767.200000000004,50045.39,49815.51,49205.26,48925.97,48752.87,48617.61,48758.71,46985.07,48261.61,49574.340000000004,49796.41,50612.9,51225.15,51527.270000000004,51647.090000000004
BE341,,,,,,,,,,,,,,,,43160.48,43472.51,44291.64,44241.01,44402.89,44744.01,45368.83,46840.08,41396.55,40948.57,40661.200000000004,41699.450000000004,41978.26,43005.71,44180.23,43787.36,44825.58,45542.86,45485.71,45445.71,44790.96,44402.23,44574.590000000004,44478.020000000004,44639.78,42897.85,43892.47,45198.92,45208.56,46271.74,46841.82,47120.56,47231.43
BE342,,,,,,,,,,,,,,,,43166.5,43471.07,44310.700000000004,44214.96,44407.48,44742.8,45330.62,46796.020000000004,52636.36,51663.04,51655.91,52670.21,52083.33,50908.26,50147.29,49727.270000000004,50311.11,53555.56,53887.85,53579.44,52553.57,52398.23,52182.61,51888.89,52101.69,50508.62,51697.48,53475,53508.33,54204.92,54877.450000000004,55211.04,55318.29
BE343,,,,,,,,,,,,,,,,43168.32,43471.07,44299.48,44240.69,44410.51,44764.51,45357.38,46807.11,46735.1,46272.15,45871.17,47257.49,47377.25,48124.26,49555.56,49024.24,49817.65,50056.5,50248.590000000004,50291.43,49590.91,49502.79,49351.65,49168.48,49360.22,47614.97,48587.63,50155,50353.23,51103.450000000004,51723.12,52024.39,52160.85
BE344,,,,,,,,,,,,,,,,43171.25,43492.18,44301.68,44232.340000000004,44402.89,44768.17,45357.36,46831.8,47956.25,47574.07,47721.21,48624.28,48421.35,49050.28,50733.73,50080.46,50888.270000000004,50781.25,51191.49,51005.380000000005,50255.21,49928.21,49427.86,49411.76,49417.48,47487.92,48971.56,50203.700000000004,50387.1,51000,51608.78,51907.36,52034.28
BE345,,,,,,,,,,,,,,,,43164.41,43497.76,44285.71,44256.98,44422.22,44778.270000000004,45358.700000000004,46827.66,47573.03,47236.56,47500,48554.35,48673.91,49340.43,50452.630000000005,49948.450000000004,50838.380000000005,51067.96,50864.08,50855.770000000004,50038.46,49580.950000000004,49867.92,49601.85,49907.41,48185.19,49568.81,51318.18,50900.9,52227.270000000004,52826.090000000004,53141.31,53235.03
BE35,,,,,,,,,,,,,,,,43408.01,44519.44,45908.25,45367.55,47246.91,47637.200000000004,47510.87,49240.37,49082.41,49489.57,49504.48,50259.08,50706.630000000005,51831.51,52951.86,52789.07,53161.46,53802.99,54813.58,54743.18,53697.06,53270.71,53264.19,53322.81,52749.11,51235.25,51968.55,52836.86,53026.94,53832.78,54487.090000000004,54811.64,54938.090000000004
BE351,,,,,,,,,,,,,,,,43417.61,44515.56,45910.88,45367.01,47247.24,47641.15,47508.24,49242.17,53031.39,53373.33,53353.450000000004,54021.28,54383.33,55673.55,56546.94,56176,56599.21,57306.770000000004,58395.16,58342.74,56768.630000000005,56226.92,56273.76,56308.270000000004,55637.04,53951.49,54867.65,55759.86,55802.12,56738.520000000004,57446.28,57791.39,57914.49
BE352,,,,,,,,,,,,,,,,43406.700000000004,44521.020000000004,45908.47,45366.21,47243.64,47637.17,47508.1,49241.340000000004,47471.43,47875.15,47932.73,48673.08,49176.21,50296.94,51420.200000000004,51325.58,51672.18,52342.35,53338.25,53199.58,52236.29,51834.37,51897.15,51990.98,51416.42,50008.94,50662.11,51562.56,51714.96,52493.51,53128.41,53443.87,53566.87
BE353,,,,,,,,,,,,,,,,43405.86,44525.61,45910.22,45376.6,47258.19,47637.8,47533.28,49230.770000000004,53699.12,53846.15,54076.92,54123.97,54725,56121.950000000004,57295.08,57196.72,57744,58346.46,59283.46,59296,58548.39,57724.41,57984.380000000005,57883.72,57123.08,55075.76,56044.44,56978.26,57417.270000000004,58271.43,58967.97,59328.15,59473.31
BEZ,,,,,,,,,,,,,,,,78455.88,79243.90000000001,81138.01,80758.29000000001,83076.92,83022.73,84107.14,81355.56,68044.44,72750,68148.15,70680,71240,72920,72380.95,72809.52,77350,79550,82842.11,80052.63,73315.79000000001,73315.79000000001,72578.95,71894.74,71842.11,71421.05,67842.11,67315.79000000001,61904.76,60363.64,60995.48,61486.49,61793.72
BEZZ,,,,,,,,,,,,,,,,78455.88,79243.90000000001,81138.01,80758.29000000001,83076.92,83022.73,84107.14,81355.56,68044.44,72750,68148.15,70680,71240,72920,72380.95,72809.52,77350,79550,82842.11,80052.63,73315.79000000001,73315.79000000001,72578.95,71894.74,71842.11,71421.05,67842.11,67315.79000000001,61904.76,60363.64,60995.48,61486.49,61793.72
BEZZZ,,,,,,,,,,,,,,,,78455.88,79243.90000000001,81138.01,80758.29000000001,83076.92,83022.73,84107.14,81355.56,68044.44,72750,68148.15,70680,71240,72920,72380.95,72809.52,77350,79550,82842.11,80052.63,73315.79000000001,73315.79000000001,72578.95,71894.74,71842.11,71421.05,67842.11,67315.79000000001,61904.76,60363.64,60995.48,61486.49,61793.72
BG,,,,,,,,,,,,,,,,4144.22,4368.36,4129.2300000000005,4901.79,5061.67,5179.650000000001,5534.4400000000005,5647.22,5755.12,5786.5,5934.12,5908.43,5993.82,6475.84,6733.79,7345.04,7390.31,7874.9800000000005,8562.04,8920.97,9154.43,9373.74,9882.45,10397.97,10559.41,10843.82,11282.91,11111.22,11671.69,12421.710000000001,13203.36,13560.64,13832.76
BG3,,,,,,,,,,,,,,,,4059.4900000000002,4107,3965.15,4643.88,4744.46,4872.35,5241.61,5332.95,5238.17,5281.93,5479.54,5368.13,5294.99,5640.4400000000005,5979.81,6494.4800000000005,6503.64,6775.22,7370.860000000001,7752.1,7769.97,7981.56,8468.4,8841.24,8767.95,9047.54,9675.74,10114.43,12171.800000000001,12991.970000000001,13809.44,14183.220000000001,14467.84
BG31,,,,,,,,,,,,,,,,3998.07,3882.33,3678.28,4672.89,5403.84,4899.01,5224.4400000000005,5243.63,4957.09,4989.78,5383.28,5124,4883.24,5377.96,5717.26,6276.08,6291.33,6373.650000000001,6835.33,7160.56,7374.400000000001,7533.3,7892.42,8307.72,8354.05,8925.9,9369.25,10155.29,10437.43,11099.58,11798.5,12117.95,12360.53
